"filename", "language", "JSON", "JSON with Comments", "JavaScript", "TypeScript", "Prisma", "MS SQL", "comment", "blank", "total"
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/genres/genre-update.dto.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 5, 21
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/genres/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/index.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 1, 13
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/keywords/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/keywords/keyword-create.dto.ts", "TypeScript", 0, 0, 0, 37, 0, 0, 0, 7, 44
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/keywords/keyword-paginate.dto.ts", "TypeScript", 0, 0, 0, 24, 0, 0, 0, 5, 29
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/keywords/keyword-update.dto.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 6, 26
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/platform-type/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/platform-type/platform-type-create.dto.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 5, 25
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/platform-type/platform-type-update.dto.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 4, 16
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/platform/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/platform/platform-create.dto.ts", "TypeScript", 0, 0, 0, 44, 0, 0, 0, 9, 53
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/platform/platform-update.dto.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 0, 8, 36
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/screenshots/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/screenshots/screenshots-create.dto.ts", "TypeScript", 0, 0, 0, 53, 0, 0, 0, 9, 62
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/screenshots/screenshots-update.dto.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 8, 44
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/company/company.dto.ts", "TypeScript", 0, 0, 0, 35, 0, 0, 0, 10, 45
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/company/index.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 2, 3
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/covers/cover.dto.ts", "TypeScript", 0, 0, 0, 39, 0, 0, 0, 10, 49
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/covers/index.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 2, 3
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/game/game-details.dto.ts", "TypeScript", 0, 0, 0, 64, 0, 0, 0, 8, 72
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/game/game.dto.ts", "TypeScript", 0, 0, 0, 47, 0, 0, 0, 12, 59
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/game/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 1, 3
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/game/paginate-game.dto.ts", "TypeScript", 0, 0, 0, 33, 0, 0, 0, 4, 37
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/genres/genre.dto.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 0, 8, 35
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/genres/index.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 2, 3
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/index.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 2, 8
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/keywords/index.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 2, 3
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/keywords/keyword.dto.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 0, 9, 40
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/screenshots/index.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 2, 3
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/screenshots/screenshots.dto.ts", "TypeScript", 0, 0, 0, 39, 0, 0, 0, 11, 50
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/game.module.ts", "TypeScript", 0, 0, 0, 78, 0, 0, 0, 2, 80
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/companies/companies.providers.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 3, 22
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/companies/game-company.providers.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 3, 22
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/companies/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/covers/covers.providers.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 3, 22
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/covers/index.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 2, 3
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/games/games.providers.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 3, 24
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/games/index.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 2, 3
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/genres/game-genres.providers.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 3, 22
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/genres/genres.providers.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 3, 22
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/genres/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 0, 2
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/index.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 6
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/keywords/game-keywords.providers.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 3, 22
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/keywords/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/keywords/keywords.providers.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 3, 24
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/screenshots/index.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 2, 3
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/screenshots/screenshots.providers.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 3, 22
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/companies/company/abstracts/icompany-read.repository.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 3, 6
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/companies/company/abstracts/icompany-write.repository.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 3, 8
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/companies/company/abstracts/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/companies/company/implementations/company-read.repository.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 4, 19
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/companies/company/implementations/company-write.repository.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 7, 43
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/companies/company/implementations/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/companies/game-company/abstracts/igame-company-read.repository.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 3, 6
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/companies/game-company/abstracts/igame-company-write.repository.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 3, 7
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/companies/game-company/abstracts/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/companies/game-company/implementations/game-company-read.repository.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 4, 19
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/companies/game-company/implementations/game-company-write.repository.ts", "TypeScript", 0, 0, 0, 35, 0, 0, 0, 7, 42
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/companies/game-company/implementations/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/covers/abstracts/icover-read.repository.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 1, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/covers/abstracts/icover-write.repository.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 1, 6
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/covers/implementations/cover-read.repository.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 2, 17
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/covers/implementations/cover-write.repository.ts", "TypeScript", 0, 0, 0, 35, 0, 0, 0, 5, 40
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/games/abstracts/igame-read.repository.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 3, 23
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/games/abstracts/igame-write.repository.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 3, 8
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/games/implementations/game-read.repository.ts", "TypeScript", 0, 0, 0, 78, 0, 0, 0, 6, 84
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/games/implementations/game-write.repository.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 7, 43
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/genres/game-genres/abstracts/igame-genre-read.repository.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 3, 6
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/genres/game-genres/abstracts/igame-genre-write.repository.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 3, 8
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/genres/game-genres/abstracts/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/genres/game-genres/implementations/game-genre-read.repository.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 4, 19
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/genres/game-genres/implementations/game-genre-write.repository.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 7, 43
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/genres/game-genres/implementations/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/genres/genres/abstracts/igenre-read.repository.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 3, 8
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/genres/genres/abstracts/igenre-write.repository.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 3, 8
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/genres/genres/abstracts/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/genres/genres/implementations/genre-read.repository.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 5, 31
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/genres/genres/implementations/genre-write.repository.ts", "TypeScript", 0, 0, 0, 35, 0, 0, 0, 7, 42
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/genres/genres/implementations/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/keywords/game-keywords/abstracts/igame-keyword-read.repository.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 3, 6
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/keywords/game-keywords/abstracts/igame-keyword-write.repository.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 3, 7
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/keywords/game-keywords/abstracts/index.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 2, 3
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/keywords/game-keywords/implementations/game-keyword-read.repository.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 4, 18
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/keywords/game-keywords/implementations/game-keyword-write.repository.ts", "TypeScript", 0, 0, 0, 35, 0, 0, 0, 7, 42
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/keywords/game-keywords/implementations/index.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 2, 3
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/keywords/keywords/abstracts/ikeyword-read.repository.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 3, 13
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/keywords/keywords/abstracts/ikeyword-write.repository.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 3, 7
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/keywords/keywords/abstracts/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/keywords/keywords/implementations/index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/keywords/keywords/implementations/keyword-read.repository.ts", "TypeScript", 0, 0, 0, 39, 0, 0, 0, 7, 46
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/keywords/keywords/implementations/keyword-write.repository.ts", "TypeScript", 0, 0, 0, 35, 0, 0, 0, 7, 42
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/screenshots/abstracts/iscreenshots-read.repository.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 3, 6
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/screenshots/abstracts/iscreenshots-write.repository.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 3, 8
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/screenshots/implementations/screenshots-read.repository.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 4, 19
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/repositories/screenshots/implementations/screenshots-write.repository.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 7, 43
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/companies/company/company-read-service/company-read.service.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 4, 16
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/companies/company/company-write-service/company-write.service.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 15, 56
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/companies/game-company/game-company-read-service/game-company-read.service.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 4, 16
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/companies/game-company/game-company-write-service/game-company-write.service.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 15, 56
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/covers/covers-read-service/covers-read.service.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 4, 16
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/covers/covers-write-service/covers-write.service.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 15, 56
"/home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/services/games/game-map-service/game-map.service.ts", "TypeScript", 0, 0, 0, 112, 0, 0, 0, 9, 121
